latitud,longitud,rad_2019,rad_2023,delta_historico,cagr_pct,tendencia,zona_expansion,rad_2026,delta_vs_2023_2026,rad_2027,delta_vs_2023_2027,rad_2028,delta_vs_2023_2028,rad_2029,delta_vs_2023_2029,rad_2030,delta_vs_2023_2030,nivel_urbano
-11.95964,-76.92211,3.83,6.48,2.64,14.017,crecimiento_alto,0,8.46,1.99,9.12,2.65,9.78,3.31,10.44,3.97,11.11,4.63,rural
-11.95964,-76.91368,3.68,8.13,4.45,21.902,crecimiento_alto,0,11.09,2.96,12.2,4.07,13.31,5.18,14.43,6.3,15.54,7.41,rural
-11.95964,-76.90526,6.09,9.91,3.81,12.912,crecimiento_alto,0,12.7,2.8,13.65,3.75,14.61,4.7,15.56,5.65,16.51,6.61,rural
-11.95964,-76.89684,21.76,43.72,21.96,19.058,crecimiento_alto,0,55.3,11.59,60.79,17.08,66.28,22.57,71.77,28.06,77.26,33.55,urbano
-11.95964,-76.88842,12.02,36.96,24.95,32.436,crecimiento_alto,0,52.64,15.68,58.88,21.92,65.12,28.15,71.35,34.39,77.59,40.63,urbano
-11.95964,-76.88,6.99,9.4,2.41,7.701,crecimiento_alto,0,10.73,1.34,11.34,1.94,11.94,2.54,12.54,3.15,13.15,3.75,rural
-11.95964,-76.87158,3.08,5.48,2.39,15.425,crecimiento_alto,0,7.18,1.71,7.78,2.3,8.38,2.9,8.98,3.5,9.57,4.1,rural
-11.95964,-76.86316,2.71,6.06,3.35,22.3,crecimiento_alto,0,8.22,2.16,9.06,3.0,9.89,3.84,10.73,4.67,11.57,5.51,rural
-11.95964,-76.85474,2.68,4.04,1.36,10.779,crecimiento_alto,0,5.34,1.3,5.68,1.64,6.02,1.98,6.36,2.32,6.7,2.66,rural
-11.95964,-76.84632,3.44,6.05,2.61,15.146,crecimiento_alto,0,10.5,4.45,11.15,5.1,11.81,5.75,12.46,6.41,13.11,7.06,rural
-11.95964,-76.83789,3.16,6.41,3.25,19.3,crecimiento_alto,0,10.81,4.4,11.62,5.21,12.43,6.02,13.24,6.83,14.05,7.64,rural
-11.95964,-76.82947,2.75,5.71,2.97,20.093,crecimiento_alto,0,7.92,2.21,8.67,2.95,9.41,3.69,10.15,4.43,10.89,5.18,rural
-11.95964,-76.82105,10.41,8.76,-1.65,-4.213,decrecimiento,0,7.73,-1.04,7.31,-1.45,6.9,-1.86,6.49,-2.27,6.08,-2.68,rural
-11.95964,-76.81263,39.93,36.36,-3.57,-2.312,decrecimiento,0,30.05,-6.32,29.15,-7.21,28.26,-8.1,27.37,-8.99,26.48,-9.88,urbano
-11.95964,-76.80421,15.49,15.16,-0.34,-0.547,estable,0,13.63,-1.53,13.54,-1.61,13.46,-1.7,13.37,-1.78,13.29,-1.86,peri-urbano
-11.96807,-77.2,0.75,0.0,0.0,-80.922,decrecimiento,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-11.96807,-77.19158,2.01,0.0,0.0,-85.063,decrecimiento,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-11.96807,-77.18316,2.89,6.57,3.68,22.779,crecimiento_alto,0,0.0,-6.57,0.0,-6.57,0.0,-6.57,0.0,-6.57,0.0,-6.57,rural
-11.96807,-77.17474,0.0,7.22,0.0,821.81,crecimiento_alto,0,0.0,-7.22,0.0,-7.22,0.0,-7.22,0.0,-7.22,0.0,-7.22,rural
-11.96807,-77.16632,4.58,9.21,4.64,19.112,crecimiento_alto,0,0.0,-9.21,0.0,-9.21,0.0,-9.21,0.0,-9.21,0.0,-9.21,rural
-11.96807,-77.15789,6.08,0.0,0.0,-88.676,decrecimiento,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-11.96807,-77.14947,8.95,22.19,13.23,25.467,crecimiento_alto,0,0.0,-22.19,0.0,-22.19,0.0,-22.19,0.0,-22.19,0.0,-22.19,peri-urbano
-11.96807,-77.14105,45.08,80.52,35.43,15.603,crecimiento_alto,1,92.74,12.22,101.6,21.08,110.46,29.94,119.31,38.8,128.17,47.66,urbano_denso
-11.96807,-77.13263,92.46,134.76,42.31,9.877,crecimiento_alto,1,161.31,26.55,171.88,37.12,182.46,47.7,193.04,58.28,203.61,68.85,centro_comercial
-11.96807,-77.12421,58.8,94.04,35.24,12.457,crecimiento_alto,1,114.79,20.76,123.6,29.57,132.41,38.38,141.22,47.19,150.03,56.0,urbano_denso
-11.96807,-77.11579,62.57,102.13,39.56,13.03,crecimiento_alto,1,129.3,27.18,139.19,37.06,149.08,46.95,158.97,56.84,168.86,66.73,urbano_denso
-11.96807,-77.10737,104.99,135.45,30.46,6.576,crecimiento_alto,0,157.81,22.36,165.43,29.98,173.04,37.59,180.66,45.21,188.28,52.82,centro_comercial
-11.96807,-77.09895,121.95,143.62,21.67,4.174,crecimiento_moderado,0,147.5,3.89,152.92,9.3,158.34,14.72,163.75,20.14,169.17,25.55,centro_comercial
-11.96807,-77.09053,111.17,138.25,27.08,5.601,crecimiento_alto,0,149.72,11.47,156.49,18.24,163.26,25.01,170.03,31.78,176.8,38.55,centro_comercial
-11.96807,-77.08211,94.9,123.5,28.59,6.805,crecimiento_alto,0,139.73,16.24,146.88,23.39,154.03,30.53,161.18,37.68,168.32,44.83,centro_comercial
-11.96807,-77.07368,85.9,120.05,34.15,8.729,crecimiento_alto,1,141.19,21.14,149.73,29.68,158.27,38.22,166.8,46.76,175.34,55.29,centro_comercial
-11.96807,-77.06526,81.2,125.89,44.7,11.588,crecimiento_alto,1,153.03,27.14,164.2,38.31,175.38,49.48,186.55,60.66,197.72,71.83,centro_comercial
-11.96807,-77.05684,54.58,60.96,6.38,2.802,crecimiento_moderado,0,65.39,4.42,66.98,6.02,68.58,7.61,70.17,9.21,71.77,10.8,urbano_denso
-11.96807,-77.04842,52.0,62.66,10.66,4.77,crecimiento_moderado,0,68.37,5.71,71.03,8.38,73.7,11.04,76.36,13.7,79.02,16.37,urbano_denso
-11.96807,-77.04,20.55,41.84,21.29,19.458,crecimiento_alto,0,55.25,13.4,60.57,18.73,65.89,24.05,71.22,29.37,76.54,34.7,urbano
-11.96807,-77.03158,17.74,24.82,7.08,8.756,crecimiento_alto,0,28.64,3.82,30.4,5.58,32.17,7.35,33.94,9.12,35.71,10.89,peri-urbano
-11.96807,-77.02316,40.52,56.33,15.8,8.58,crecimiento_alto,0,63.66,7.33,67.61,11.28,71.56,15.23,75.51,19.18,79.46,23.13,urbano
-11.96807,-77.01474,67.01,78.52,11.51,4.044,crecimiento_moderado,0,78.63,0.11,81.51,2.99,84.39,5.87,87.26,8.74,90.14,11.62,urbano_denso
-11.96807,-77.00632,66.18,80.42,14.23,4.991,crecimiento_moderado,0,82.11,1.69,85.67,5.25,89.23,8.81,92.79,12.37,96.35,15.93,urbano_denso
-11.96807,-76.99789,61.1,78.36,17.26,6.417,crecimiento_alto,0,82.26,3.9,86.57,8.22,90.89,12.53,95.2,16.84,99.52,21.16,urbano_denso
-11.96807,-76.98947,45.43,62.27,16.84,8.203,crecimiento_alto,0,70.29,8.02,74.5,12.23,78.71,16.44,82.92,20.65,87.13,24.86,urbano_denso
-11.96807,-76.98105,29.1,36.21,7.11,5.616,crecimiento_alto,0,37.81,1.6,39.59,3.38,41.37,5.16,43.15,6.93,44.92,8.71,urbano
-11.96807,-76.97263,17.86,23.91,6.05,7.565,crecimiento_alto,0,27.3,3.39,28.81,4.9,30.32,6.41,31.83,7.93,33.35,9.44,peri-urbano
-11.96807,-76.96421,12.03,24.44,12.41,19.382,crecimiento_alto,0,30.61,6.16,33.71,9.27,36.81,12.37,39.92,15.47,43.02,18.57,peri-urbano
-11.96807,-76.95579,6.7,12.07,5.37,15.869,crecimiento_alto,0,16.04,3.97,17.38,5.31,18.73,6.66,20.07,8.0,21.41,9.34,peri-urbano
-11.96807,-76.94737,14.07,31.79,17.73,22.613,crecimiento_alto,0,43.64,11.84,48.07,16.28,52.5,20.71,56.93,25.14,61.36,29.57,urbano
-11.96807,-76.93895,13.32,30.57,17.25,23.091,crecimiento_alto,0,41.57,11.0,45.88,15.31,50.19,19.63,54.51,23.94,58.82,28.25,urbano
-11.96807,-76.93053,9.71,19.21,9.5,18.587,crecimiento_alto,0,25.25,6.04,27.63,8.42,30.0,10.79,32.37,13.16,34.75,15.54,peri-urbano
-11.96807,-76.92211,18.26,33.99,15.73,16.8,crecimiento_alto,0,44.24,10.25,48.17,14.18,52.1,18.11,56.03,22.04,59.97,25.97,urbano
-11.96807,-76.91368,10.69,23.07,12.38,21.206,crecimiento_alto,0,30.4,7.33,33.5,10.42,36.59,13.52,39.69,16.62,42.78,19.71,peri-urbano
-11.96807,-76.90526,12.46,18.5,6.03,10.373,crecimiento_alto,0,23.23,4.73,24.74,6.24,26.25,7.75,27.75,9.26,29.26,10.76,peri-urbano
-11.96807,-76.89684,34.25,48.24,14.0,8.944,crecimiento_alto,0,53.4,5.16,56.9,8.66,60.4,12.16,63.9,15.66,67.4,19.16,urbano
-11.96807,-76.88842,26.33,39.15,12.81,10.418,crecimiento_alto,0,46.8,7.65,50.0,10.85,53.2,14.06,56.4,17.26,59.61,20.46,urbano
-11.96807,-76.88,8.19,12.04,3.85,10.101,crecimiento_alto,0,13.99,1.95,14.95,2.91,15.91,3.87,16.87,4.84,17.84,5.8,peri-urbano
-11.96807,-76.87158,7.06,10.17,3.11,9.562,crecimiento_alto,0,11.73,1.56,12.51,2.34,13.29,3.12,14.06,3.89,14.84,4.67,peri-urbano
-11.96807,-76.86316,6.31,14.26,7.95,22.595,crecimiento_alto,0,20.6,6.34,22.59,8.33,24.58,10.31,26.56,12.3,28.55,14.29,peri-urbano
-11.96807,-76.85474,4.25,7.09,2.84,13.623,crecimiento_alto,0,9.66,2.57,10.37,3.28,11.08,3.99,11.79,4.7,12.5,5.41,rural
-11.96807,-76.84632,28.4,39.43,11.02,8.543,crecimiento_alto,0,45.31,5.88,48.06,8.64,50.82,11.39,53.58,14.15,56.33,16.9,urbano
-11.96807,-76.83789,16.67,16.74,0.06,0.097,estable,0,21.32,4.58,21.33,4.6,21.35,4.61,21.36,4.63,21.38,4.64,peri-urbano
-11.96807,-76.82947,5.9,9.55,3.65,12.79,crecimiento_alto,0,13.48,3.93,14.39,4.84,15.3,5.75,16.21,6.67,17.12,7.58,rural
-11.96807,-76.82105,7.04,10.88,3.84,11.488,crecimiento_alto,0,14.65,3.77,15.61,4.73,16.56,5.69,17.52,6.65,18.48,7.61,peri-urbano
-11.96807,-76.81263,43.17,32.89,-10.28,-6.576,decrecimiento,0,23.33,-9.56,20.76,-12.13,18.19,-14.7,15.62,-17.27,13.05,-19.84,urbano
-11.96807,-76.80421,48.07,62.17,14.1,6.642,crecimiento_alto,0,68.76,6.58,72.28,10.11,75.81,13.64,79.33,17.16,82.86,20.69,urbano_denso
-11.97651,-77.2,2.05,0.0,0.0,-85.131,decrecimiento,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-11.97651,-77.19158,2.55,0.0,0.0,-85.922,decrecimiento,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-11.97651,-77.18316,3.41,0.0,0.0,-86.917,decrecimiento,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-11.97651,-77.17474,0.0,0.0,0.0,0.0,estable,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-11.97651,-77.16632,4.77,0.0,0.0,-87.969,decrecimiento,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-11.97651,-77.15789,5.72,0.0,0.0,-88.501,decrecimiento,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-11.97651,-77.14947,8.49,21.41,12.92,26.007,crecimiento_alto,0,0.0,-21.41,0.0,-21.41,0.0,-21.41,0.0,-21.41,0.0,-21.41,peri-urbano
-11.97651,-77.14105,34.65,43.95,9.29,6.12,crecimiento_alto,0,52.16,8.22,54.49,10.54,56.81,12.87,59.13,15.19,61.46,17.51,urbano
-11.97651,-77.13263,68.96,106.0,37.04,11.347,crecimiento_alto,1,132.74,26.74,142.0,36.0,151.26,45.26,160.52,54.52,169.79,63.78,urbano_denso
-11.97651,-77.12421,76.16,124.88,48.72,13.161,crecimiento_alto,1,151.21,26.33,163.39,38.51,175.58,50.7,187.76,62.88,199.94,75.06,centro_comercial
-11.97651,-77.11579,80.03,107.78,27.76,7.728,crecimiento_alto,0,121.72,13.94,128.66,20.87,135.6,27.81,142.53,34.75,149.47,41.69,urbano_denso
-11.97651,-77.10737,104.99,126.75,21.76,4.821,crecimiento_moderado,0,139.08,12.34,144.52,17.78,149.96,23.22,155.4,28.66,160.84,34.1,centro_comercial
-11.97651,-77.09895,119.4,135.71,16.32,3.254,crecimiento_moderado,0,143.91,8.2,147.99,12.27,152.07,16.35,156.15,20.43,160.23,24.51,centro_comercial
-11.97651,-77.09053,110.01,127.88,17.87,3.835,crecimiento_moderado,0,132.71,4.83,137.18,9.3,141.65,13.76,146.12,18.23,150.59,22.7,centro_comercial
-11.97651,-77.08211,102.44,147.15,44.71,9.477,crecimiento_alto,1,173.44,26.29,184.62,37.47,195.79,48.64,206.97,59.82,218.15,71.0,centro_comercial
-11.97651,-77.07368,102.14,145.62,43.48,9.272,crecimiento_alto,1,170.48,24.86,181.35,35.73,192.22,46.6,203.1,57.47,213.97,68.34,centro_comercial
-11.97651,-77.06526,78.4,113.77,35.37,9.755,crecimiento_alto,1,134.05,20.28,142.89,29.12,151.73,37.96,160.57,46.81,169.41,55.65,urbano_denso
-11.97651,-77.05684,64.25,90.99,26.74,9.088,crecimiento_alto,0,105.95,14.96,112.63,21.64,119.31,28.33,126.0,35.01,132.68,41.69,urbano_denso
-11.97651,-77.04842,50.79,67.68,16.89,7.442,crecimiento_alto,0,77.62,9.94,81.85,14.17,86.07,18.39,90.29,22.61,94.52,26.84,urbano_denso
-11.97651,-77.04,24.28,29.17,4.89,4.699,crecimiento_moderado,0,32.77,3.6,34.0,4.82,35.22,6.05,36.44,7.27,37.67,8.5,peri-urbano
-11.97651,-77.03158,22.01,29.08,7.07,7.208,crecimiento_alto,0,33.01,3.94,34.78,5.7,36.55,7.47,38.31,9.24,40.08,11.0,peri-urbano
-11.97651,-77.02316,48.39,71.87,23.48,10.395,crecimiento_alto,0,83.69,11.81,89.56,17.69,95.43,23.56,101.3,29.43,107.17,35.3,urbano_denso
-11.97651,-77.01474,51.98,62.64,10.66,4.776,crecimiento_moderado,0,64.31,1.66,66.97,4.33,69.64,7.0,72.31,9.66,74.97,12.33,urbano_denso
-11.97651,-77.00632,57.96,76.83,18.88,7.303,crecimiento_alto,0,83.04,6.21,87.76,10.93,92.48,15.65,97.2,20.37,101.92,25.09,urbano_denso
-11.97651,-76.99789,50.27,75.41,25.14,10.669,crecimiento_alto,0,87.5,12.09,93.79,18.38,100.07,24.66,106.35,30.95,112.64,37.23,urbano_denso
-11.97651,-76.98947,53.63,78.51,24.88,9.995,crecimiento_alto,0,88.93,10.42,95.15,16.64,101.37,22.86,107.59,29.08,113.81,35.3,urbano_denso
-11.97651,-76.98105,35.61,43.12,7.51,4.901,crecimiento_moderado,0,44.71,1.59,46.58,3.47,48.46,5.35,50.34,7.22,52.22,9.1,urbano
-11.97651,-76.97263,9.45,18.35,8.89,18.031,crecimiento_alto,0,23.33,4.99,25.55,7.21,27.78,9.43,30.0,11.66,32.22,13.88,peri-urbano
-11.97651,-76.96421,7.13,15.54,8.4,21.48,crecimiento_alto,0,20.85,5.31,22.95,7.41,25.05,9.51,27.15,11.61,29.25,13.72,peri-urbano
-11.97651,-76.95579,20.05,25.77,5.72,6.472,crecimiento_alto,0,28.82,3.05,30.25,4.48,31.68,5.91,33.11,7.34,34.54,8.77,peri-urbano
-11.97651,-76.94737,39.14,54.84,15.7,8.796,crecimiento_alto,0,61.55,6.71,65.47,10.63,69.39,14.56,73.32,18.48,77.24,22.4,urbano
-11.97651,-76.93895,22.68,35.98,13.31,12.234,crecimiento_alto,0,44.16,8.18,47.49,11.51,50.82,14.83,54.14,18.16,57.47,21.49,urbano
-11.97651,-76.93053,23.12,39.94,16.82,14.642,crecimiento_alto,0,48.55,8.61,52.75,12.81,56.96,17.02,61.16,21.22,65.37,25.43,urbano
-11.97651,-76.92211,25.2,56.46,31.26,22.349,crecimiento_alto,0,74.2,17.74,82.01,25.55,89.83,33.37,97.64,41.19,105.46,49.0,urbano
-11.97651,-76.91368,24.48,40.92,16.43,13.701,crecimiento_alto,0,50.45,9.54,54.56,13.64,58.67,17.75,62.78,21.86,66.89,25.97,urbano
-11.97651,-76.90526,29.23,40.8,11.57,8.695,crecimiento_alto,0,44.28,3.47,47.17,6.36,50.06,9.26,52.95,12.15,55.85,15.04,urbano
-11.97651,-76.89684,28.59,41.11,12.52,9.502,crecimiento_alto,0,47.34,6.23,50.47,9.36,53.6,12.49,56.73,15.62,59.86,18.75,urbano
-11.97651,-76.88842,11.67,20.76,9.08,15.478,crecimiento_alto,0,27.47,6.71,29.74,8.98,32.01,11.25,34.28,13.52,36.55,15.8,peri-urbano
-11.97651,-76.88,6.65,11.4,4.74,14.403,crecimiento_alto,0,14.64,3.24,15.82,4.43,17.01,5.61,18.19,6.8,19.38,7.98,peri-urbano
-11.97651,-76.87158,12.8,12.54,-0.26,-0.505,estable,0,11.85,-0.69,11.78,-0.76,11.72,-0.82,11.65,-0.89,11.59,-0.95,peri-urbano
-11.97651,-76.86316,11.3,12.76,1.46,3.092,crecimiento_moderado,0,13.32,0.56,13.69,0.93,14.05,1.29,14.42,1.66,14.79,2.02,peri-urbano
-11.97651,-76.85474,5.92,10.09,4.17,14.27,crecimiento_alto,0,13.72,3.63,14.76,4.67,15.81,5.71,16.85,6.76,17.89,7.8,peri-urbano
-11.97651,-76.84632,26.67,37.58,10.91,8.952,crecimiento_alto,0,42.2,4.62,44.93,7.35,47.66,10.08,50.39,12.81,53.11,15.53,urbano
-11.97651,-76.83789,59.72,61.19,1.46,0.607,estable,0,58.4,-2.79,58.77,-2.42,59.13,-2.05,59.5,-1.69,59.87,-1.32,urbano_denso
-11.97651,-76.82947,30.22,34.2,3.99,3.146,crecimiento_moderado,0,35.45,1.25,36.45,2.24,37.45,3.24,38.44,4.24,39.44,5.23,urbano
-11.97651,-76.82105,32.01,30.92,-1.09,-0.865,estable,0,32.85,1.93,32.57,1.66,32.3,1.38,32.03,1.11,31.75,0.84,urbano
-11.97651,-76.81263,26.91,53.86,26.94,18.935,crecimiento_alto,0,70.26,16.4,76.99,23.14,83.73,29.87,90.46,36.61,97.2,43.34,urbano
-11.97651,-76.80421,46.51,49.03,2.52,1.326,crecimiento_moderado,0,48.0,-1.03,48.63,-0.4,49.26,0.23,49.89,0.86,50.52,1.49,urbano
-11.98494,-77.2,2.5,0.0,0.0,-85.864,decrecimiento,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-11.98494,-77.19158,0.0,0.0,0.0,0.0,estable,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-11.98494,-77.18316,0.0,0.0,0.0,0.0,estable,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-11.98494,-77.17474,4.19,0.0,0.0,-87.569,decrecimiento,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-11.98494,-77.16632,4.84,0.0,0.0,-88.01,decrecimiento,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-11.98494,-77.15789,6.14,0.0,0.0,-88.705,decrecimiento,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-11.98494,-77.14947,14.17,13.96,-0.21,-0.368,estable,0,0.0,-13.96,0.0,-13.96,0.0,-13.96,0.0,-13.96,0.0,-13.96,peri-urbano
-11.98494,-77.14105,49.14,78.63,29.49,12.469,crecimiento_alto,0,110.96,32.33,118.33,39.7,125.7,47.08,133.07,54.45,140.45,61.82,urbano_denso
-11.98494,-77.13263,74.61,126.62,52.01,14.136,crecimiento_alto,1,170.05,43.43,183.05,56.43,196.05,69.43,209.05,82.43,222.05,95.43,centro_comercial
-11.98494,-77.12421,80.52,124.36,43.84,11.48,crecimiento_alto,1,145.3,20.95,156.26,31.91,167.22,42.87,178.18,53.83,189.14,64.79,centro_comercial
-11.98494,-77.11579,99.83,132.34,32.5,7.3,crecimiento_alto,0,154.56,22.22,162.68,30.35,170.81,38.47,178.93,46.6,187.06,54.72,centro_comercial
-11.98494,-77.10737,97.77,125.29,27.51,6.395,crecimiento_alto,0,142.12,16.83,148.99,23.71,155.87,30.58,162.75,37.46,169.63,44.34,centro_comercial
-11.98494,-77.09895,99.11,119.55,20.43,4.798,crecimiento_moderado,0,137.55,18.0,142.66,23.11,147.77,28.22,152.88,33.33,157.98,38.44,urbano_denso
-11.98494,-77.09053,93.8,121.27,27.47,6.633,crecimiento_alto,0,138.18,16.92,145.05,23.78,151.92,30.65,158.79,37.52,165.66,44.39,centro_comercial
-11.98494,-77.08211,84.15,122.34,38.18,9.805,crecimiento_alto,1,145.29,22.95,154.84,32.5,164.38,42.05,173.93,51.59,183.48,61.14,centro_comercial
-11.98494,-77.07368,94.48,135.88,41.39,9.508,crecimiento_alto,1,160.49,24.61,170.83,34.96,181.18,45.3,191.53,55.65,201.88,66.0,centro_comercial
-11.98494,-77.06526,85.67,122.26,36.59,9.298,crecimiento_alto,1,145.44,23.18,154.59,32.33,163.74,41.47,172.88,50.62,182.03,59.77,centro_comercial
-11.98494,-77.05684,52.29,64.75,12.46,5.487,crecimiento_alto,0,76.35,11.6,79.47,14.72,82.58,17.83,85.7,20.95,88.81,24.06,urbano_denso
-11.98494,-77.04842,34.12,37.71,3.6,2.537,crecimiento_moderado,0,40.89,3.17,41.79,4.07,42.69,4.97,43.58,5.87,44.48,6.77,urbano
-11.98494,-77.04,17.81,18.7,0.89,1.226,crecimiento_moderado,0,18.68,-0.02,18.9,0.2,19.12,0.42,19.34,0.64,19.57,0.87,peri-urbano
-11.98494,-77.03158,16.91,34.06,17.15,19.129,crecimiento_alto,0,43.51,9.45,47.79,13.74,52.08,18.03,56.37,22.31,60.65,26.6,urbano
-11.98494,-77.02316,51.21,85.58,34.38,13.701,crecimiento_alto,1,104.31,18.73,112.9,27.32,121.5,35.91,130.09,44.51,138.69,53.1,urbano_denso
-11.98494,-77.01474,67.38,87.46,20.08,6.737,crecimiento_alto,0,94.57,7.12,99.59,12.13,104.61,17.15,109.63,22.17,114.65,27.19,urbano_denso
-11.98494,-77.00632,74.54,84.72,10.18,3.253,crecimiento_moderado,0,82.2,-2.52,84.75,0.03,87.29,2.57,89.84,5.12,92.38,7.66,urbano_denso
-11.98494,-76.99789,36.8,48.67,11.87,7.236,crecimiento_alto,0,51.6,2.93,54.57,5.9,57.53,8.86,60.5,11.83,63.47,14.8,urbano
-11.98494,-76.98947,16.31,25.56,9.25,11.889,crecimiento_alto,0,31.43,5.88,33.75,8.19,36.06,10.5,38.37,12.82,40.68,15.13,peri-urbano
-11.98494,-76.98105,14.64,22.56,7.92,11.41,crecimiento_alto,0,25.77,3.22,27.75,5.2,29.73,7.18,31.71,9.15,33.69,11.13,peri-urbano
-11.98494,-76.97263,11.33,17.33,6.0,11.215,crecimiento_alto,0,19.86,2.53,21.36,4.03,22.86,5.53,24.36,7.03,25.86,8.53,peri-urbano
-11.98494,-76.96421,6.19,17.57,11.38,29.786,crecimiento_alto,0,24.94,7.37,27.78,10.21,30.63,13.06,33.47,15.9,36.32,18.74,peri-urbano
-11.98494,-76.95579,11.58,51.1,39.52,44.941,crecimiento_alto,1,74.14,23.03,84.02,32.91,93.9,42.79,103.78,52.67,113.66,62.56,urbano
-11.98494,-76.94737,30.52,57.45,26.93,17.132,crecimiento_alto,0,70.58,13.13,77.31,19.86,84.04,26.59,90.78,33.32,97.51,40.06,urbano
-11.98494,-76.93895,29.66,41.04,11.38,8.456,crecimiento_alto,0,45.51,4.47,48.35,7.31,51.2,10.16,54.04,13.0,56.89,15.85,urbano
-11.98494,-76.93053,21.84,38.65,16.81,15.34,crecimiento_alto,0,49.38,10.73,53.59,14.94,57.79,19.14,61.99,23.34,66.2,27.55,urbano
-11.98494,-76.92211,23.21,54.86,31.64,23.988,crecimiento_alto,0,74.87,20.02,82.78,27.93,90.69,35.84,98.61,43.75,106.52,51.66,urbano
-11.98494,-76.91368,16.62,31.71,15.09,17.532,crecimiento_alto,0,40.78,9.07,44.55,12.84,48.33,16.62,52.1,20.39,55.87,24.16,urbano
-11.98494,-76.90526,28.92,50.72,21.8,15.078,crecimiento_alto,0,62.03,11.31,67.48,16.76,72.93,22.21,78.38,27.66,83.83,33.11,urbano
-11.98494,-76.89684,13.59,23.27,9.68,14.384,crecimiento_alto,0,29.83,6.56,32.25,8.98,34.67,11.4,37.09,13.82,39.51,16.24,peri-urbano
-11.98494,-76.88842,9.0,16.32,7.32,16.049,crecimiento_alto,0,21.06,4.74,22.89,6.57,24.72,8.4,26.55,10.23,28.38,12.06,peri-urbano
-11.98494,-76.88,9.63,14.05,4.41,9.888,crecimiento_alto,0,17.14,3.1,18.25,4.2,19.35,5.3,20.45,6.41,21.56,7.51,peri-urbano
-11.98494,-76.87158,28.49,48.36,19.88,14.147,crecimiento_alto,0,60.42,12.05,65.39,17.02,70.36,21.99,75.33,26.96,80.3,31.93,urbano
-11.98494,-76.86316,17.22,18.06,0.83,1.189,crecimiento_moderado,0,18.08,0.03,18.29,0.24,18.5,0.44,18.71,0.65,18.92,0.86,peri-urbano
-11.98494,-76.85474,14.6,25.01,10.41,14.399,crecimiento_alto,0,33.64,8.63,36.24,11.23,38.84,13.83,41.44,16.43,44.04,19.04,peri-urbano
-11.98494,-76.84632,17.88,24.13,6.25,7.781,crecimiento_alto,0,29.42,5.29,30.98,6.85,32.55,8.41,34.11,9.97,35.67,11.54,peri-urbano
-11.98494,-76.83789,45.57,60.03,14.46,7.135,crecimiento_alto,0,67.0,6.97,70.61,10.59,74.23,14.2,77.85,17.82,81.46,21.43,urbano_denso
-11.98494,-76.82947,62.51,71.03,8.53,3.248,crecimiento_moderado,0,73.39,2.36,75.53,4.49,77.66,6.62,79.79,8.75,81.92,10.89,urbano_denso
-11.98494,-76.82105,49.0,59.87,10.87,5.138,crecimiento_alto,0,66.68,6.81,69.39,9.52,72.11,12.24,74.83,14.96,77.55,17.68,urbano
-11.98494,-76.81263,26.63,30.83,4.19,3.722,crecimiento_moderado,0,30.8,-0.02,31.85,1.03,32.9,2.07,33.95,3.12,35.0,4.17,urbano
-11.98494,-76.80421,18.66,26.92,8.26,9.59,crecimiento_alto,0,31.96,5.05,34.03,7.11,36.09,9.18,38.16,11.24,40.22,13.3,peri-urbano
-11.99337,-77.2,6.1,0.0,0.0,-88.683,decrecimiento,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-11.99337,-77.19158,6.55,0.0,0.0,-88.884,decrecimiento,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-11.99337,-77.18316,0.0,0.0,0.0,0.0,estable,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-11.99337,-77.17474,0.0,0.0,0.0,0.0,estable,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-11.99337,-77.16632,5.1,0.0,0.0,-88.168,decrecimiento,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
